Landroid/healthconnect/AggregateRecordsRequest$Builder;-><init>(Landroid/healthconnect/TimeRangeFilter;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsRequest$Builder;->addAggregationType(Landroid/healthconnect/datatypes/AggregationType;)Landroid/healthconnect/AggregateRecordsRequest$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsRequest$Builder;->addDataOriginsFilter(Landroid/healthconnect/datatypes/DataOrigin;)Landroid/healthconnect/AggregateRecordsRequest$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsRequest$Builder;->build()Landroid/healthconnect/AggregateRecordsRequest;,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsRequest;->getAggregationTypes()Ljava/util/Set;,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsRequest;->getDataOriginsFilters()Ljava/util/Set;,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsRequest;->getTimeRangeFilter()Landroid/healthconnect/TimeRangeFilter;,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsResponse$$ExternalSyntheticLambda0;->accept(Ljava/lang/Object;Ljava/lang/Object;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/AggregateRecordsResponse;->get(Landroid/healthconnect/datatypes/AggregationType;)Ljava/lang/Object;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ApplicationInfoResponse;->getApplicationInfoList()Ljava/util/List;,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogTokenRequest$Builder;-><init>()V,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogTokenRequest$Builder;->addDataOriginFilter(Landroid/healthconnect/datatypes/DataOrigin;)Landroid/healthconnect/ChangeLogTokenRequest$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogTokenRequest$Builder;->addRecordType(Ljava/lang/Class;)Landroid/healthconnect/ChangeLogTokenRequest$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogTokenRequest$Builder;->build()Landroid/healthconnect/ChangeLogTokenRequest;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogTokenRequest;->getDataOriginFilters()Ljava/util/Set;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogTokenRequest;->getRecordTypes()Ljava/util/Set;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsRequest$Builder;-><init>(Ljava/lang/String;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsRequest$Builder;->build()Landroid/healthconnect/ChangeLogsRequest;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsRequest$Builder;->setPageSize(I)Landroid/healthconnect/ChangeLogsRequest$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsRequest;->getPageSize()I,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsRequest;->getToken()Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsResponse;->getDeletedRecordIds()Ljava/util/List;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsResponse;->getNextChangesToken()Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsResponse;->getUpsertedRecords()Ljava/util/List;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ChangeLogsResponse;->hasMorePages()Z,public-api,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;-><init>()V,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;->addDataOrigin(Landroid/healthconnect/datatypes/DataOrigin;)Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;->addRecordType(Ljava/lang/Class;)Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;->build()Landroid/healthconnect/DeleteUsingFiltersRequest;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;->clearDataOrigins()Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;->clearRecordTypes()Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;->setTimeRangeFilter(Landroid/healthconnect/TimeRangeFilter;)Landroid/healthconnect/DeleteUsingFiltersRequest$Builder;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest;->getDataOrigins()Ljava/util/Set;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest;->getRecordTypes()Ljava/util/Set;,sdk,system-api,test-api
Landroid/healthconnect/DeleteUsingFiltersRequest;->getTimeRangeFilter()Landroid/healthconnect/TimeRangeFilter;,sdk,system-api,test-api
Landroid/healthconnect/GetDataOriginPriorityOrderResponse;->getDataOriginInPriorityOrder()Ljava/util/List;,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;-><init>(I)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;-><init>(ILjava/lang/String;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->ERROR_INTERNAL:I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->ERROR_INVALID_ARGUMENT:I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->ERROR_IO:I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->ERROR_REMOTE:I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->ERROR_SECURITY:I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->ERROR_UNKNOWN:I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectException;->getErrorCode()I,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$1$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$10$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$11$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$12$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$13$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$14$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$2$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$3$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$4$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$5$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$6$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$7$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$8$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager$9$$ExternalSyntheticLambda0;->run()V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->ACTION_HEALTH_HOME_SETTINGS:Ljava/lang/String;,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->ACTION_MANAGE_HEALTH_PERMISSIONS:Ljava/lang/String;,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->ACTION_MANAGE_HEALTH_PERMISSIONS_AND_DATA:Ljava/lang/String;,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->CATEGORY_HEALTH_PERMISSIONS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->aggregate(Landroid/healthconnect/AggregateRecordsRequest;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->deleteRecords(Landroid/healthconnect/DeleteUsingFiltersRequest;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->deleteRecords(Ljava/lang/Class;Landroid/healthconnect/TimeRangeFilter;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->deleteRecords(Ljava/util/List;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->getChangeLogToken(Landroid/healthconnect/ChangeLogTokenRequest;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->getChangeLogs(Landroid/healthconnect/ChangeLogsRequest;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->getContributorApplicationsInfo(Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->getDataOriginsInPriorityOrder(ILjava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->getHealthPermissions(Landroid/content/Context;)Ljava/util/Set;,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->getRecordRetentionPeriodInDays()I,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->insertRecords(Ljava/util/List;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->isHealthPermission(Landroid/content/Context;Ljava/lang/String;)Z,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->readRecords(Landroid/healthconnect/ReadRecordsRequestUsingFilters;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->readRecords(Landroid/healthconnect/ReadRecordsRequestUsingIds;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->setRecordRetentionPeriodInDays(ILjava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->updateDataOriginPriorityOrder(Landroid/healthconnect/UpdateDataOriginPriorityOrderRequest;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,sdk,system-api,test-api
Landroid/healthconnect/HealthConnectManager;->updateRecords(Ljava/util/List;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->ACTIVITY:I,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->BODY_MEASUREMENTS:I,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->CYCLE_TRACKING:I,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->NUTRITION:I,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->SLEEP:I,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->UNKNOWN:I,sdk,system-api,test-api
Landroid/healthconnect/HealthDataCategory;->VITALS:I,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->HEALTH_PERMISSION_GROUP:Ljava/lang/String;,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->MANAGE_HEALTH_PERMISSIONS:Ljava/lang/String;,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_ACTIVE_CALORIES_BURNED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BASAL_BODY_TEMPERATURE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BASAL_METABOLIC_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BLOOD_GLUCOSE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BLOOD_PRESSURE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BODY_FAT:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BODY_TEMPERATURE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BODY_WATER_MASS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_BONE_MASS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_CERVICAL_MUCUS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_DISTANCE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_ELEVATION_GAINED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_EXERCISE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_FLOORS_CLIMBED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_HEART_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_HEART_RATE_VARIABILITY:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_HEIGHT:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_HIP_CIRCUMFERENCE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_HYDRATION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_LEAN_BODY_MASS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_MENSTRUATION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_NUTRITION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_OVULATION_TEST:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_OXYGEN_SATURATION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_POWER:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_RESPIRATORY_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_RESTING_HEART_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_SEXUAL_ACTIVITY:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_SLEEP:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_SPEED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_STEPS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_TOTAL_CALORIES_BURNED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_VO2_MAX:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_WAIST_CIRCUMFERENCE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_WEIGHT:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->READ_WHEELCHAIR_PUSHES:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_ACTIVE_CALORIES_BURNED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BASAL_BODY_TEMPERATURE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BASAL_METABOLIC_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BLOOD_GLUCOSE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BLOOD_PRESSURE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BODY_FAT:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BODY_TEMPERATURE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BODY_WATER_MASS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_BONE_MASS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_CERVICAL_MUCUS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_DISTANCE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_ELEVATION_GAINED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_EXERCISE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_FLOORS_CLIMBED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_HEART_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_HEART_RATE_VARIABILITY:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_HEIGHT:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_HIP_CIRCUMFERENCE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_HYDRATION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_LEAN_BODY_MASS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_MENSTRUATION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_NUTRITION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_OVULATION_TEST:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_OXYGEN_SATURATION:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_POWER:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_RESPIRATORY_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_RESTING_HEART_RATE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_SEXUAL_ACTIVITY:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_SLEEP:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_SPEED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_STEPS:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_TOTAL_CALORIES_BURNED:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_VO2_MAX:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_WAIST_CIRCUMFERENCE:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_WEIGHT:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthPermissions;->WRITE_WHEELCHAIR_PUSHES:Ljava/lang/String;,public-api,sdk,system-api,test-api
Landroid/healthconnect/HealthServicesInitializer$$ExternalSyntheticLambda0;->createService(Landroid/content/Context;Landroid/os/IBinder;)Ljava/lang/Object;,sdk,system-api,test-api
Landroid/healthconnect/InsertRecordsResponse;-><init>(Ljava/util/List;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/InsertRecordsResponse;->getRecords()Ljava/util/List;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters$Builder;-><init>(Ljava/lang/Class;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters$Builder;->addDataOrigins(Landroid/healthconnect/datatypes/DataOrigin;)Landroid/healthconnect/ReadRecordsRequestUsingFilters$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters$Builder;->build()Landroid/healthconnect/ReadRecordsRequestUsingFilters;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters$Builder;->setTimeRangeFilter(Landroid/healthconnect/TimeRangeFilter;)Landroid/healthconnect/ReadRecordsRequestUsingFilters$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters;->getDataOrigins()Ljava/util/Set;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters;->getRecordType()Ljava/lang/Class;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingFilters;->getTimeRangeFilter()Landroid/healthconnect/TimeRangeFilter;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingIds$Builder;-><init>(Ljava/lang/Class;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingIds$Builder;->addClientRecordId(Ljava/lang/String;)Landroid/healthconnect/ReadRecordsRequestUsingIds$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingIds$Builder;->addId(Ljava/lang/String;)Landroid/healthconnect/ReadRecordsRequestUsingIds$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingIds$Builder;->build()Landroid/healthconnect/ReadRecordsRequestUsingIds;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingIds;->getRecordIdFilters()Ljava/util/List;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsRequestUsingIds;->getRecordType()Ljava/lang/Class;,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsResponse;-><init>(Ljava/util/List;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/ReadRecordsResponse;->getRecords()Ljava/util/List;,public-api,sdk,system-api,test-api
Landroid/healthconnect/RecordIdFilter$Builder;-><init>(Ljava/lang/Class;)V,public-api,sdk,system-api,test-api
Landroid/healthconnect/RecordIdFilter$Builder;->build()Landroid/healthconnect/RecordIdFilter;,public-api,sdk,system-api,test-api
Landroid/healthconnect/RecordIdFilter$Builder;->setClientRecordId(Ljava/lang/String;)Landroid/healthconnect/RecordIdFilter$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/RecordIdFilter$Builder;->setId(Ljava/lang/String;)Landroid/healthconnect/RecordIdFilter$Builder;,public-api,sdk,system-api,test-api
Landroid/healthconnect/RecordIdFilter;->getClientRecordId()Ljava/lang/String;,public-api,sdk,system-api,test-api
